sale_id,date,year,month,quarter,drug_name,drug_class,region,channel,rep_name,manager,units_sold,unit_price,revenue,target_revenue
TXN-00714,2020-07-22,2020,7,Q3,Sertraline,CNS,Central,Pharmacy,Nisha Yadav,Anita Pandey,80.0,492.13,39370.4,43929.72
TXN-00715,2020-04-26,2020,4,Q2,Amlodipine,Cardiovascular,Central,Hospital,Asha Tiwari,Anita Pandey,88.0,162.12,14266.56,13896.73
TXN-00716,2022-04-24,2022,4,Q2,Metformin,Diabetes,South,Pharmacy,Karthik Raj,Lakshmi Iyer,103.0,231.22,23815.66,26021.59
TXN-00717,2020-08-30,2020,8,Q3,Sertraline,CNS,North,Pharmacy,Priya Sharma,Amit Srivastava,88.0,421.64,37104.32,41977.12
TXN-00718,2022-09-04,2022,9,Q3,Insulin Glargine,Diabetes,North,Hospital,Priya Sharma,Amit Srivastava,205.0,983.12,201539.6,203455.34
TXN-00719,2020-02-18,2020,2,Q1,Ibuprofen,Pain & Inflammation,North,Pharmacy,Ravi Kumar,Amit Srivastava,206.0,98.2,20229.2,19783.43
TXN-00720,2024-12-28,2024,12,Q4,Metformin,Diabetes,West,Hospital,Kavita Desai,Rajesh Mehta,73.0,250.35,18275.55,21267.68
TXN-00721,2024-06-03,2024,6,Q2,Ibuprofen,Pain & Inflammation,East,Hospital,Arnab Das,Subrata Chatterjee,117.0,118.8,13899.6,13299.66
TXN-00722,2020-03-08,2020,3,Q1,Amlodipine,Cardiovascular,West,Hospital,Nikhil Joshi,Rajesh Mehta,48.0,136.59,6556.32,5958.83
TXN-00723,2024-06-23,2024,6,Q2,Amoxicillin,Anti-infective,Central,Hospital,Asha Tiwari,Anita Pandey,100.0,175.22,17522.0,17932.26
TXN-00724,2021-05-28,2021,5,Q2,Amlodipine,Cardiovascular,East,Pharmacy,Arnab Das,Subrata Chatterjee,24.0,124.36,2984.64,2970.85
TXN-00725,2022-01-24,2022,1,Q1,Omeprazole,Gastrointestinal,East,Pharmacy,Debashish Roy,Subrata Chatterjee,167.0,129.4,21609.8,22001.85
TXN-00726,2023-09-22,2023,9,Q3,Ibuprofen,Pain & Inflammation,South,Pharmacy,Divya Menon,Lakshmi Iyer,38.0,121.23,4606.74,5499.01
TXN-00727,2022-07-17,2022,7,Q3,Amlodipine,Cardiovascular,West,Hospital,Sneha Patil,Rajesh Mehta,117.0,125.72,14709.24,15986.84
TXN-00728,2020-06-05,2020,6,Q2,Amlodipine,Cardiovascular,South,Hospital,Meena Pillai,Lakshmi Iyer,84.0,123.5,10374.0,11158.1
TXN-00729,2021-09-17,2021,9,Q3,Ibuprofen,Pain & Inflammation,Central,Pharmacy,Asha Tiwari,Anita Pandey,138.0,74.8,10322.4,10431.29
TXN-00730,2024-01-25,2024,1,Q1,Metformin,Diabetes,West,Pharmacy,Kavita Desai,Rajesh Mehta,88.0,319.27,28095.76,30427.07
TXN-00731,2022-07-15,2022,7,Q3,Omeprazole,Gastrointestinal,South,Pharmacy,Divya Menon,Lakshmi Iyer,39.0,108.34,4225.26,4672.98
TXN-00732,2022-06-23,2022,6,Q2,Ibuprofen,Pain & Inflammation,South,Pharmacy,Meena Pillai,Lakshmi Iyer,87.0,109.63,9537.81,10665.42
TXN-00733,2021-11-05,2021,11,Q4,Amoxicillin,Anti-infective,North,Hospital,Priya Sharma,Amit Srivastava,189.0,229.58,43390.62,45165.68
TXN-00734,2022-03-22,2022,3,Q1,Ibuprofen,Pain & Inflammation,East,Hospital,Debashish Roy,Subrata Chatterjee,127.0,64.95,8248.65,8469.21
TXN-00735,2024-05-09,2024,5,Q2,Atorvastatin,Cardiovascular,Central,Pharmacy,Rohit Mishra,Anita Pandey,112.0,239.31,26802.72,29883.64
TXN-00736,2024-02-16,2024,2,Q1,Insulin Glargine,Diabetes,East,Pharmacy,Debashish Roy,Subrata Chatterjee,173.0,1050.71,181772.83,176472.08
TXN-00737,2021-07-09,2021,7,Q3,Sertraline,CNS,Central,Pharmacy,Rohit Mishra,Anita Pandey,70.0,564.59,39521.3,44545.49
TXN-00738,2023-02-12,2023,2,Q1,Amlodipine,Cardiovascular,North,Pharmacy,Anjali Singh,Amit Srivastava,169.0,114.39,19331.91,18702.62
TXN-00739,2021-07-05,2021,7,Q3,Ibuprofen,Pain & Inflammation,East,Pharmacy,Sunita Ghosh,Subrata Chatterjee,125.0,70.19,8773.75,9769.57
TXN-00740,2024-06-20,2024,6,Q2,Amoxicillin,Anti-infective,South,Hospital,Divya Menon,Lakshmi Iyer,44.0,201.64,8872.16,10741.6
TXN-00741,2023-07-29,2023,7,Q3,Aspirin,Cardiovascular,Central,Pharmacy,Nisha Yadav,Anita Pandey,46.0,81.34,3741.64,4205.64
TXN-00742,2021-07-04,2021,7,Q3,Metformin,Diabetes,South,Pharmacy,Divya Menon,Lakshmi Iyer,8.0,337.51,2700.08,3254.54
TXN-00743,2021-11-08,2021,11,Q4,Ibuprofen,Pain & Inflammation,South,Pharmacy,Karthik Raj,Lakshmi Iyer,68.0,77.52,5271.36,5828.7
TXN-00744,2023-06-23,2023,6,Q2,Sertraline,CNS,South,Pharmacy,Karthik Raj,Lakshmi Iyer,124.0,569.6,70630.4,73645.86
TXN-00745,2023-02-01,2023,2,Q1,Insulin Glargine,Diabetes,North,Pharmacy,Ravi Kumar,Amit Srivastava,165.0,987.32,162907.8,163506.56
TXN-00746,2020-08-13,2020,8,Q3,Atorvastatin,Cardiovascular,South,Hospital,Meena Pillai,Lakshmi Iyer,50.0,154.23,7711.5,8557.2
TXN-00747,2022-01-28,2022,1,Q1,Metformin,Diabetes,East,Pharmacy,Debashish Roy,Subrata Chatterjee,114.0,261.9,29856.6,29345.36
TXN-00748,2023-08-13,2023,8,Q3,Insulin Glargine,Diabetes,Central,Pharmacy,Deepak Gupta,Anita Pandey,172.0,1013.32,174291.04,178716.47
TXN-00749,2023-04-12,2023,4,Q2,Atorvastatin,Cardiovascular,West,Hospital,Vikram Shah,Rajesh Mehta,116.0,151.06,17522.96,18929.74
TXN-00750,2023-06-09,2023,6,Q2,Ibuprofen,Pain & Inflammation,Central,Pharmacy,Rohit Mishra,Anita Pandey,118.0,62.21,7340.78,7241.16
TXN-00751,2024-03-05,2024,3,Q1,Ibuprofen,Pain & Inflammation,South,Pharmacy,Suresh Nair,Lakshmi Iyer,163.0,62.6,10203.8,9043.24
TXN-00752,2022-11-06,2022,11,Q4,Ciprofloxacin,Anti-infective,South,Hospital,Divya Menon,Lakshmi Iyer,88.0,216.91,19088.08,22098.9
TXN-00753,2020-08-02,2020,8,Q3,Aspirin,Cardiovascular,North,Pharmacy,Ravi Kumar,Amit Srivastava,289.0,50.85,14695.65,14989.21
TXN-00754,2020-01-31,2020,1,Q1,Amoxicillin,Anti-infective,North,Pharmacy,Priya Sharma,Amit Srivastava,179.0,126.44,22632.76,24142.19
TXN-00755,2022-12-17,2022,12,Q4,Aspirin,Cardiovascular,West,Pharmacy,Nikhil Joshi,Rajesh Mehta,332.0,56.28,18684.96,18504.89
TXN-00756,2022-11-15,2022,11,Q4,Sertraline,CNS,North,Pharmacy,Ravi Kumar,Amit Srivastava,301.0,557.98,167951.98,152228.55
TXN-00757,2024-05-02,2024,5,Q2,Omeprazole,Gastrointestinal,North,Pharmacy,Anjali Singh,Amit Srivastava,195.0,92.82,18099.9,17847.72
TXN-00758,2022-03-31,2022,3,Q1,Amlodipine,Cardiovascular,Central,Pharmacy,Nisha Yadav,Anita Pandey,118.0,152.09,17946.62,21197.56
TXN-00759,2020-01-16,2020,1,Q1,Insulin Glargine,Diabetes,West,Hospital,Kavita Desai,Rajesh Mehta,69.0,979.0,67551.0,72735.41
TXN-00760,2021-04-15,2021,4,Q2,Insulin Glargine,Diabetes,Central,Hospital,Nisha Yadav,Anita Pandey,78.0,893.48,69691.44,81930.17
TXN-00761,2020-08-01,2020,8,Q3,Omeprazole,Gastrointestinal,South,Pharmacy,Divya Menon,Lakshmi Iyer,29.0,116.02,3364.58,3839.11
TXN-00762,2021-04-18,2021,4,Q2,Insulin Glargine,Diabetes,Central,Pharmacy,Rohit Mishra,Anita Pandey,45.0,831.57,37420.65,37353.32
TXN-00763,2023-07-26,2023,7,Q3,Omeprazole,Gastrointestinal,East,Hospital,Arnab Das,Subrata Chatterjee,363.0,120.69,43810.47,43654.1
TXN-00764,2021-03-21,2021,3,Q1,Metformin,Diabetes,South,Hospital,Suresh Nair,Lakshmi Iyer,163.0,285.92,46604.96,42421.1
TXN-00765,2022-09-21,2022,9,Q3,Ciprofloxacin,Anti-infective,Central,Hospital,Asha Tiwari,Anita Pandey,99.0,231.87,22955.13,22825.85
TXN-00766,2024-11-23,2024,11,Q4,Metformin,Diabetes,East,Hospital,Sunita Ghosh,Subrata Chatterjee,107.0,244.77,26190.39,28258.3
TXN-00767,2020-08-15,2020,8,Q3,Metformin,Diabetes,North,Pharmacy,Priya Sharma,Amit Srivastava,108.0,203.17,21942.36,22740.64
TXN-00768,2020-04-12,2020,4,Q2,Metformin,Diabetes,North,Hospital,Ravi Kumar,Amit Srivastava,229.0,207.84,47595.36,47766.06
TXN-00769,2021-05-20,2021,5,Q2,Sertraline,CNS,South,Hospital,Karthik Raj,Lakshmi Iyer,75.0,358.79,26909.25,30260.87
TXN-00770,2021-05-16,2021,5,Q2,Omeprazole,Gastrointestinal,East,Hospital,Pooja Bose,Subrata Chatterjee,44.0,172.32,7582.08,8710.38
TXN-00771,2020-08-14,2020,8,Q3,Ciprofloxacin,Anti-infective,West,Pharmacy,Sneha Patil,Rajesh Mehta,103.0,231.01,23794.03,23589.7
TXN-00772,2021-02-18,2021,2,Q1,Aspirin,Cardiovascular,Central,Pharmacy,Rohit Mishra,Anita Pandey,126.0,65.67,8274.42,8855.73
TXN-00773,2020-08-31,2020,8,Q3,Amlodipine,Cardiovascular,South,Pharmacy,Meena Pillai,Lakshmi Iyer,65.0,110.84,7204.6,8019.85
TXN-00774,2023-06-06,2023,6,Q2,Insulin Glargine,Diabetes,South,Pharmacy,Meena Pillai,Lakshmi Iyer,150.0,1178.47,176770.5,187978.03
TXN-00775,2024-01-23,2024,1,Q1,Atorvastatin,Cardiovascular,Central,Hospital,Rohit Mishra,Anita Pandey,169.0,275.41,46544.29,46172.12
TXN-00776,2024-02-12,2024,2,Q1,Insulin Glargine,Diabetes,Central,Hospital,Deepak Gupta,Anita Pandey,241.0,962.96,232073.36,237633.5
TXN-00777,2020-04-10,2020,4,Q2,Aspirin,Cardiovascular,South,Hospital,Meena Pillai,Lakshmi Iyer,65.0,75.6,4914.0,5182.0
TXN-00778,2020-03-07,2020,3,Q1,Amlodipine,Cardiovascular,West,Hospital,Nikhil Joshi,Rajesh Mehta,183.0,150.78,27592.74,26209.36
TXN-00779,2020-08-09,2020,8,Q3,Metformin,Diabetes,East,Hospital,Pooja Bose,Subrata Chatterjee,90.0,317.41,28566.9,35151.47
TXN-00780,2024-10-04,2024,10,Q4,Sertraline,CNS,North,Pharmacy,Priya Sharma,Amit Srivastava,128.0,321.76,41185.28,44651.06
TXN-00781,2024-08-24,2024,8,Q3,Sertraline,CNS,South,Pharmacy,Karthik Raj,Lakshmi Iyer,104.0,536.68,55814.72,60310.04
TXN-00782,2020-04-27,2020,4,Q2,Aspirin,Cardiovascular,West,Pharmacy,Vikram Shah,Rajesh Mehta,107.0,63.4,6783.8,7146.01
TXN-00783,2020-03-03,2020,3,Q1,Ibuprofen,Pain & Inflammation,North,Pharmacy,Ravi Kumar,Amit Srivastava,124.0,67.41,8358.84,8103.79
TXN-00784,2022-01-23,2022,1,Q1,Sertraline,CNS,West,Pharmacy,Sneha Patil,Rajesh Mehta,133.0,473.57,62984.81,70486.64
TXN-00785,2022-04-14,2022,4,Q2,Ibuprofen,Pain & Inflammation,South,Hospital,Divya Menon,Lakshmi Iyer,39.0,106.61,4157.79,4563.82
TXN-00786,2023-08-06,2023,8,Q3,Ibuprofen,Pain & Inflammation,East,Pharmacy,Sunita Ghosh,Subrata Chatterjee,49.0,71.84,3520.16,3511.38
TXN-00787,2022-03-03,2022,3,Q1,Amlodipine,Cardiovascular,West,Pharmacy,Nikhil Joshi,Rajesh Mehta,139.0,140.03,19464.17,18638.53
TXN-00788,2024-11-25,2024,11,Q4,Aspirin,Cardiovascular,East,Pharmacy,Debashish Roy,Subrata Chatterjee,129.0,73.65,9500.85,10007.31
TXN-00789,2020-04-14,2020,4,Q2,Insulin Glargine,Diabetes,East,Pharmacy,Pooja Bose,Subrata Chatterjee,86.0,1171.35,100736.1,107795.2
TXN-00790,2020-08-12,2020,8,Q3,Ibuprofen,Pain & Inflammation,South,Pharmacy,Divya Menon,Lakshmi Iyer,26.0,85.52,2223.52,2697.66
TXN-00791,2023-06-13,2023,6,Q2,Ciprofloxacin,Anti-infective,Central,Pharmacy,Rohit Mishra,Anita Pandey,86.0,204.07,17550.02,17255.52
TXN-00792,2022-02-14,2022,2,Q1,Omeprazole,Gastrointestinal,South,Hospital,Meena Pillai,Lakshmi Iyer,82.0,176.8,14497.6,15753.12
TXN-00793,2023-08-26,2023,8,Q3,Amlodipine,Cardiovascular,South,Hospital,Suresh Nair,Lakshmi Iyer,180.0,101.77,18318.6,17968.47
TXN-00794,2022-03-17,2022,3,Q1,Atorvastatin,Cardiovascular,North,Hospital,Priya Sharma,Amit Srivastava,180.0,206.43,37157.4,38187.15
TXN-00795,2023-01-07,2023,1,Q1,Metformin,Diabetes,North,Pharmacy,Anjali Singh,Amit Srivastava,105.0,229.17,24062.85,25516.42
TXN-00796,2024-09-17,2024,9,Q3,Aspirin,Cardiovascular,Central,Pharmacy,Asha Tiwari,Anita Pandey,179.0,68.0,12172.0,11915.04
TXN-00797,2020-08-26,2020,8,Q3,Ciprofloxacin,Anti-infective,South,Pharmacy,Suresh Nair,Lakshmi Iyer,60.0,186.39,11183.4,10993.41
TXN-00798,2021-09-21,2021,9,Q3,Amlodipine,Cardiovascular,Central,Hospital,Asha Tiwari,Anita Pandey,23.0,141.44,3253.12,3559.21
TXN-00799,2023-06-30,2023,6,Q2,Ciprofloxacin,Anti-infective,East,Pharmacy,Arnab Das,Subrata Chatterjee,225.0,327.59,73707.75,69060.33
TXN-00800,2024-01-03,2024,1,Q1,Metformin,Diabetes,South,Pharmacy,Suresh Nair,Lakshmi Iyer,174.0,201.52,35064.48,31439.48
TXN-00801,2020-08-18,2020,8,Q3,Ibuprofen,Pain & Inflammation,South,Pharmacy,Divya Menon,Lakshmi Iyer,42.0,119.39,5014.38,6141.15
TXN-00802,2020-05-09,2020,5,Q2,Insulin Glargine,Diabetes,West,Hospital,Kavita Desai,Rajesh Mehta,79.0,1001.49,79117.71,95792.35
TXN-00803,2023-03-09,2023,3,Q1,Aspirin,Cardiovascular,North,Pharmacy,Anjali Singh,Amit Srivastava,164.0,51.39,8427.96,8490.65
TXN-00804,2022-04-18,2022,4,Q2,Sertraline,CNS,East,Pharmacy,Sunita Ghosh,Subrata Chatterjee,139.0,469.49,65259.11,64006.65
TXN-00805,2022-09-03,2022,9,Q3,Amlodipine,Cardiovascular,East,Pharmacy,Arnab Das,Subrata Chatterjee,64.0,185.7,11884.8,11623.33
TXN-00806,2021-09-26,2021,9,Q3,Insulin Glargine,Diabetes,West,Hospital,Kavita Desai,Rajesh Mehta,92.0,931.63,85709.96,95642.38
TXN-00807,2023-04-19,2023,4,Q2,Omeprazole,Gastrointestinal,West,Hospital,Sneha Patil,Rajesh Mehta,112.0,117.99,13214.88,14732.41
TXN-00808,2024-06-19,2024,6,Q2,Omeprazole,Gastrointestinal,South,Pharmacy,Karthik Raj,Lakshmi Iyer,106.0,131.87,13978.22,13639.72
TXN-00809,2020-08-17,2020,8,Q3,Ciprofloxacin,Anti-infective,North,Pharmacy,Priya Sharma,Amit Srivastava,133.0,210.75,28029.75,30536.73
TXN-00810,2021-01-28,2021,1,Q1,Ciprofloxacin,Anti-infective,North,Hospital,Rahul Verma,Amit Srivastava,103.0,293.2,30199.6,34055.37
TXN-00811,2023-08-30,2023,8,Q3,Sertraline,CNS,East,Hospital,Pooja Bose,Subrata Chatterjee,130.0,445.26,57883.8,61918.46
TXN-00812,2022-12-13,2022,12,Q4,Insulin Glargine,Diabetes,South,Hospital,Karthik Raj,Lakshmi Iyer,137.0,999.67,136954.79,146117.33
TXN-00813,2023-02-15,2023,2,Q1,Omeprazole,Gastrointestinal,Central,Hospital,Rohit Mishra,Anita Pandey,158.0,133.81,21141.98,22917.71
TXN-00814,2020-02-14,2020,2,Q1,Metformin,Diabetes,West,Pharmacy,Vikram Shah,Rajesh Mehta,132.0,297.13,39221.16,44272.17
TXN-00815,2021-12-02,2021,12,Q4,Insulin Glargine,Diabetes,West,Pharmacy,Nikhil Joshi,Rajesh Mehta,284.0,1051.95,298753.8,277449.07
TXN-00816,2023-09-05,2023,9,Q3,Atorvastatin,Cardiovascular,South,Hospital,Divya Menon,Lakshmi Iyer,74.0,257.2,19032.8,22251.21
TXN-00817,2023-03-07,2023,3,Q1,Amoxicillin,Anti-infective,North,Pharmacy,Ravi Kumar,Amit Srivastava,195.0,148.83,29021.85,28808.01
TXN-00818,2020-04-03,2020,4,Q2,Amoxicillin,Anti-infective,North,Pharmacy,Anjali Singh,Amit Srivastava,65.0,131.02,8516.3,9382.25
TXN-00819,2024-10-29,2024,10,Q4,Omeprazole,Gastrointestinal,Central,Hospital,Rohit Mishra,Anita Pandey,161.0,138.34,22272.74,24274.01
TXN-00820,2020-07-14,2020,7,Q3,Insulin Glargine,Diabetes,Central,Pharmacy,Nisha Yadav,Anita Pandey,94.0,1091.91,102639.54,122482.36
TXN-00821,2022-08-24,2022,8,Q3,Sertraline,CNS,Central,Pharmacy,Deepak Gupta,Anita Pandey,218.0,437.98,95479.64,92258.15
TXN-00822,2024-09-17,2024,9,Q3,Sertraline,CNS,North,Pharmacy,Ravi Kumar,Amit Srivastava,150.0,448.45,67267.5,59672.3
TXN-00823,2023-02-24,2023,2,Q1,Metformin,Diabetes,East,Hospital,Sunita Ghosh,Subrata Chatterjee,54.0,287.85,15543.9,15037.59
TXN-00824,2021-04-10,2021,4,Q2,Omeprazole,Gastrointestinal,East,Hospital,Arnab Das,Subrata Chatterjee,152.0,175.97,26747.44,24353.63
TXN-00825,2021-08-20,2021,8,Q3,Omeprazole,Gastrointestinal,South,Pharmacy,Karthik Raj,Lakshmi Iyer,87.0,149.04,12966.48,13268.77
TXN-00826,2021-10-27,2021,10,Q4,Amoxicillin,Anti-infective,West,Hospital,Nikhil Joshi,Rajesh Mehta,170.0,130.12,22120.4,21709.72
TXN-00827,2024-12-12,2024,12,Q4,Ciprofloxacin,Anti-infective,West,Hospital,Nikhil Joshi,Rajesh Mehta,438.0,305.73,133909.74,118800.2
TXN-00828,2024-08-12,2024,8,Q3,Metformin,Diabetes,East,Hospital,Arnab Das,Subrata Chatterjee,220.0,318.58,70087.6,66092.73
TXN-00829,2023-03-21,2023,3,Q1,Atorvastatin,Cardiovascular,East,Pharmacy,Debashish Roy,Subrata Chatterjee,135.0,265.37,35824.95,40035.13
TXN-00830,2022-03-18,2022,3,Q1,Metformin,Diabetes,Central,Pharmacy,Deepak Gupta,Anita Pandey,135.0,278.02,37532.7,35511.85
TXN-00831,2023-09-15,2023,9,Q3,Sertraline,CNS,West,Pharmacy,Kavita Desai,Rajesh Mehta,85.0,459.13,39026.05,46048.89
TXN-00832,2024-08-15,2024,8,Q3,Ibuprofen,Pain & Inflammation,East,Hospital,Pooja Bose,Subrata Chatterjee,89.0,93.96,8362.44,9679.63
TXN-00833,2023-09-01,2023,9,Q3,Amlodipine,Cardiovascular,South,Hospital,Divya Menon,Lakshmi Iyer,96.0,181.78,17450.88,20226.9
TXN-00834,2023-03-10,2023,3,Q1,Insulin Glargine,Diabetes,North,Hospital,Priya Sharma,Amit Srivastava,115.0,1043.88,120046.2,121125.01
TXN-00835,2024-12-06,2024,12,Q4,Insulin Glargine,Diabetes,East,Pharmacy,Debashish Roy,Subrata Chatterjee,122.0,1159.44,141451.68,157940.86
TXN-00836,2022-12-16,2022,12,Q4,Insulin Glargine,Diabetes,South,Hospital,Karthik Raj,Lakshmi Iyer,106.0,963.5,102131.0,106017.94
TXN-00837,2020-03-24,2020,3,Q1,Insulin Glargine,Diabetes,East,Hospital,Sunita Ghosh,Subrata Chatterjee,104.0,943.6,98134.4,108124.89
TXN-00838,2023-05-21,2023,5,Q2,Amlodipine,Cardiovascular,Central,Hospital,Rohit Mishra,Anita Pandey,83.0,193.26,16040.58,16558.44
TXN-00839,2024-07-22,2024,7,Q3,Metformin,Diabetes,West,Hospital,Nikhil Joshi,Rajesh Mehta,280.0,278.47,77971.6,78511.18
TXN-00840,2021-12-06,2021,12,Q4,Sertraline,CNS,North,Pharmacy,Ravi Kumar,Amit Srivastava,296.0,455.1,134709.6,128579.65
TXN-00841,2024-05-08,2024,5,Q2,Amoxicillin,Anti-infective,South,Pharmacy,Divya Menon,Lakshmi Iyer,80.0,173.98,13918.4,15451.83
TXN-00842,2023-12-10,2023,12,Q4,Ibuprofen,Pain & Inflammation,South,Hospital,Karthik Raj,Lakshmi Iyer,104.0,86.77,9024.08,9178.93
TXN-00843,2021-01-10,2021,1,Q1,Amoxicillin,Anti-infective,West,Hospital,Vikram Shah,Rajesh Mehta,244.0,190.86,46569.84,50161.6
TXN-00844,2020-06-16,2020,6,Q2,Amlodipine,Cardiovascular,North,Pharmacy,Ravi Kumar,Amit Srivastava,123.0,113.05,13905.15,12179.69
TXN-00845,2021-10-07,2021,10,Q4,Atorvastatin,Cardiovascular,Central,Pharmacy,Nisha Yadav,Anita Pandey,103.0,200.6,20661.8,22201.21
TXN-00846,2021-11-03,2021,11,Q4,Insulin Glargine,Diabetes,West,Hospital,Kavita Desai,Rajesh Mehta,53.0,937.84,49705.52,54060.77
TXN-00847,2021-10-05,2021,10,Q4,Omeprazole,Gastrointestinal,Central,Pharmacy,Asha Tiwari,Anita Pandey,69.0,161.1,11115.9,11931.83
TXN-00848,2024-07-18,2024,7,Q3,Ibuprofen,Pain & Inflammation,North,Pharmacy,Priya Sharma,Amit Srivastava,123.0,129.5,15928.5,16478.45
TXN-00849,2024-06-28,2024,6,Q2,Ibuprofen,Pain & Inflammation,North,Hospital,Anjali Singh,Amit Srivastava,186.0,80.08,14894.88,15090.25
TXN-00850,2021-11-30,2021,11,Q4,Sertraline,CNS,Central,Pharmacy,Rohit Mishra,Anita Pandey,161.0,467.94,75338.34,79359.85
TXN-00851,2022-01-26,2022,1,Q1,Ciprofloxacin,Anti-infective,South,Hospital,Divya Menon,Lakshmi Iyer,84.0,253.07,21257.88,23614.43
TXN-00852,2021-03-01,2021,3,Q1,Aspirin,Cardiovascular,Central,Pharmacy,Rohit Mishra,Anita Pandey,107.0,67.75,7249.25,7589.67
TXN-00853,2022-12-24,2022,12,Q4,Amlodipine,Cardiovascular,West,Pharmacy,Nikhil Joshi,Rajesh Mehta,258.0,133.3,34391.4,30711.29
TXN-00854,2020-11-28,2020,11,Q4,Metformin,Diabetes,Central,Hospital,Nisha Yadav,Anita Pandey,77.0,349.73,26929.21,29422.27
TXN-00855,2024-08-07,2024,8,Q3,Metformin,Diabetes,South,Pharmacy,Suresh Nair,Lakshmi Iyer,104.0,318.26,33099.04,33044.49
TXN-00856,2021-04-01,2021,4,Q2,Ibuprofen,Pain & Inflammation,Central,Hospital,Deepak Gupta,Anita Pandey,202.0,63.65,12857.3,11262.34
TXN-00857,2022-11-09,2022,11,Q4,Omeprazole,Gastrointestinal,South,Hospital,Suresh Nair,Lakshmi Iyer,176.0,162.85,28661.6,28536.15
TXN-00858,2022-03-12,2022,3,Q1,Ibuprofen,Pain & Inflammation,South,Hospital,Meena Pillai,Lakshmi Iyer,95.0,68.71,6527.45,7360.67
TXN-00859,2021-08-06,2021,8,Q3,Insulin Glargine,Diabetes,Central,Pharmacy,Rohit Mishra,Anita Pandey,98.0,863.76,84648.48,95536.62
TXN-00860,2022-02-27,2022,2,Q1,Insulin Glargine,Diabetes,North,Hospital,Priya Sharma,Amit Srivastava,85.0,1163.78,98921.3,98775.77
TXN-00861,2024-04-26,2024,4,Q2,Amoxicillin,Anti-infective,West,Pharmacy,Nikhil Joshi,Rajesh Mehta,255.0,238.25,60753.75,58952.47
TXN-00862,2021-10-27,2021,10,Q4,Ciprofloxacin,Anti-infective,North,Pharmacy,Anjali Singh,Amit Srivastava,66.0,214.11,14131.26,15348.57
TXN-00863,2021-12-29,2021,12,Q4,Insulin Glargine,Diabetes,South,Hospital,Divya Menon,Lakshmi Iyer,55.0,934.52,51398.6,57487.44
TXN-00864,2022-04-06,2022,4,Q2,Omeprazole,Gastrointestinal,South,Hospital,Meena Pillai,Lakshmi Iyer,57.0,113.9,6492.3,7108.39
TXN-00865,2020-11-25,2020,11,Q4,Amoxicillin,Anti-infective,West,Pharmacy,Vikram Shah,Rajesh Mehta,215.0,182.02,39134.3,43292.83
TXN-00866,2023-07-17,2023,7,Q3,Insulin Glargine,Diabetes,North,Hospital,Priya Sharma,Amit Srivastava,139.0,1120.62,155766.18,164323.6
TXN-00867,2023-07-28,2023,7,Q3,Atorvastatin,Cardiovascular,West,Pharmacy,Kavita Desai,Rajesh Mehta,104.0,222.46,23135.84,26248.93
TXN-00868,2024-08-27,2024,8,Q3,Amlodipine,Cardiovascular,East,Hospital,Arnab Das,Subrata Chatterjee,138.0,137.94,19035.72,19272.65
TXN-00869,2022-05-19,2022,5,Q2,Aspirin,Cardiovascular,West,Pharmacy,Kavita Desai,Rajesh Mehta,126.0,64.09,8075.34,9616.48
TXN-00870,2021-02-13,2021,2,Q1,Sertraline,CNS,South,Pharmacy,Suresh Nair,Lakshmi Iyer,125.0,316.04,39505.0,37203.64
TXN-00871,2023-01-05,2023,1,Q1,Ibuprofen,Pain & Inflammation,West,Hospital,Nikhil Joshi,Rajesh Mehta,197.0,97.64,19235.08,16825.24
TXN-00872,2023-03-12,2023,3,Q1,Metformin,Diabetes,North,Hospital,Rahul Verma,Amit Srivastava,129.0,332.37,42875.73,45521.27
TXN-00873,2021-03-25,2021,3,Q1,Metformin,Diabetes,East,Hospital,Pooja Bose,Subrata Chatterjee,102.0,262.05,26729.1,29719.49
TXN-00874,2022-08-15,2022,8,Q3,Metformin,Diabetes,East,Hospital,Sunita Ghosh,Subrata Chatterjee,143.0,296.32,42373.76,43055.52
TXN-00875,2024-03-13,2024,3,Q1,Amoxicillin,Anti-infective,North,Pharmacy,Ravi Kumar,Amit Srivastava,162.0,127.89,20718.18,19409.37
TXN-00876,2023-06-23,2023,6,Q2,Omeprazole,Gastrointestinal,West,Hospital,Sneha Patil,Rajesh Mehta,140.0,135.78,19009.2,20665.83
TXN-00877,2024-12-21,2024,12,Q4,Omeprazole,Gastrointestinal,South,Hospital,Suresh Nair,Lakshmi Iyer,102.0,92.8,9465.6,9635.31
TXN-00878,2024-12-11,2024,12,Q4,Metformin,Diabetes,East,Hospital,Sunita Ghosh,Subrata Chatterjee,37.0,260.67,9644.79,10055.13
TXN-00879,2020-01-10,2020,1,Q1,Metformin,Diabetes,North,Pharmacy,Anjali Singh,Amit Srivastava,64.0,258.08,16517.12,16915.95
TXN-00880,2020-04-20,2020,4,Q2,Aspirin,Cardiovascular,West,Hospital,Sneha Patil,Rajesh Mehta,54.0,90.3,4876.2,4939.52
TXN-00881,2021-10-03,2021,10,Q4,Amoxicillin,Anti-infective,East,Hospital,Arnab Das,Subrata Chatterjee,161.0,160.27,25803.47,25920.37
TXN-00882,2021-10-14,2021,10,Q4,Ciprofloxacin,Anti-infective,Central,Hospital,Rohit Mishra,Anita Pandey,,245.19,30158.37,29904.27
